_id,company,document_url,label,sentence
60c229fcff5c2e60f9dd24f4,evbox,https://www.electrive.com/2021/05/04/evbox-launches-new-fast-charging-station-troniq-modular/,general product info,EVBox through the subsidiary Everon had launched a charging management platform and Business Portal only in February to give fleet and site managers more control over the performance of their charging infrastructure.
60c24e3bb1e6e1ce259a85ba,freo,https://www.fremantlefc.com.au/news/950735/freo-signing-in-yagan-square,not a company,"This is your chance to discuss the jumper’s design and meaning with Bynder, as well as get the signatures of some of Freo’s greatest Indigenous players."
60c24e7735b4c28c7fab043d,dutch umbrella company,https://www.iamexpat.nl/career/employment-news/dutch-umbrella-company-maximises-your-net-pay-when-working-netherlands,none/useless,"Congratulations, Dutch Umbrella Company is happy to guide you."
60c24efcca6ad629a2aaecb6,hoogendoorn,https://www.record-bee.com/2021/05/21/aden-makes-county-history-with-two-homer-finale,not a company,"“It was pretty chippy,” Middletown head coach Jon Hoogendoorn said of comments being exchanged between players and coaches on both sides."
60c24f12ca6ad629a2aaecb7,nedap,https://www.retaildive.com/press-release/20210518-ganni-powers-omnichannel-fulfillment-with-nedap/,none/useless,"PRESS RELEASE FROM NEDAP GANNI powers omnichannel fulfillment with Nedap Posted May 18, 2021"
60c24f2dca6ad629a2aaecb8,nedap,https://www.retaildive.com/press-release/20210518-ganni-powers-omnichannel-fulfillment-with-nedap/,announcement,Fast-growing Danish fashion brand GANNI has selected the Nedap iD Cloud platform to achieve full inventory visibility.
60c24f2eca6ad629a2aaecb9,nedap,https://www.retaildive.com/press-release/20210518-ganni-powers-omnichannel-fulfillment-with-nedap/,general product info,Fast-growing Danish fashion brand GANNI has selected the Nedap iD Cloud platform to achieve full inventory visibility.
60c24f2fca6ad629a2aaecba,nedap,https://www.retaildive.com/press-release/20210518-ganni-powers-omnichannel-fulfillment-with-nedap/,general product info,"The first contact with GANNI was established during a Nedap Retail Round Table, a networking event with the objective to connect retailers with each other to share experiences with regards to RFID and its use cases."
60c24f43ca6ad629a2aaecbb,knvb,https://www.espn.com/soccer/netherlands-ned/story/4383175/dutch-fa-allow-menwomen-to-play-together-in-amateur-teams,announcement,The Dutch Football Association (KNVB) has announced a pioneering rule change which will see men and women able to play alongside each other in amateur football teams from next season.
60c24f4dca6ad629a2aaecbc,xenos,https://greekcitytimes.com/2021/05/24/xenos-gold-karate-championships/,not a company,"Greece’s karate kid Dionisis Xenos won gold at the 56th EKF European Senior Karate Championships in Porec, Croatia."
60c24f65ca6ad629a2aaecbd,zarafa,https://quebecnewstribune.com/news/international/boxing-2021-tim-tszyu-vs-michael-zerafa-fight-stomach-injury-date-location-news-7058/,not a company,"The camp claimed that although Zarafa was admitted to the hospital on Wednesday after seeking medical treatment for the first time on Tuesday night, the exact nature of the injury remains unclear."
60c24f8dca6ad629a2aaecbe,bevcorp,https://www.crainscleveland.com/real-estate/bevcorp-plans-consolidate-operations-eastlake,financials,Plans by Bevcorp LLC of Willoughby to consolidate from four buildings to one has prompted the sale of the industrial building at 37200 Research Center Drive in Eastlake to an investor group for $4.5 million.
60c24f93ca6ad629a2aaecbf,bevcorp,https://www.crainscleveland.com/real-estate/bevcorp-plans-consolidate-operations-eastlake,geography,Plans by Bevcorp LLC of Willoughby to consolidate from four buildings to one has prompted the sale of the industrial building at 37200 Research Center Drive in Eastlake to an investor group for $4.5 million.
60c24fafca6ad629a2aaecc0,bevcorp,https://www.crainscleveland.com/real-estate/bevcorp-plans-consolidate-operations-eastlake,announcement,Plans by Bevcorp LLC of Willoughby to consolidate from four buildings to one has prompted the sale of the industrial building at 37200 Research Center Drive in Eastlake to an investor group for $4.5 million.
60c24fbbca6ad629a2aaecc1,bevcorp,https://www.crainscleveland.com/real-estate/bevcorp-plans-consolidate-operations-eastlake,geography,"Eileen Bewley, Bevcorp president, wrote in an email statement to Crain's Cleveland Business that the company has expanded over the years to multiple locations in Willoughby and wanted to bring its teams together physically so they can more easily collaborate and be successful."
60c24fc9ca6ad629a2aaecc2,bevcorp,https://www.crainscleveland.com/real-estate/bevcorp-plans-consolidate-operations-eastlake,quote,"Eileen Bewley, Bevcorp president, wrote in an email statement to Crain's Cleveland Business that the company has expanded over the years to multiple locations in Willoughby and wanted to bring its teams together physically so they can more easily collaborate and be successful."
60c24fd7ca6ad629a2aaecc3,bevcorp,https://www.crainscleveland.com/real-estate/bevcorp-plans-consolidate-operations-eastlake,geography,"The new building also will have room for expansion, as it has a footprint of 105,000 square feet, compared with Bevcorp's current operation, which has a total of 62,000 square feet."
60c24fdaca6ad629a2aaecc4,bevcorp,https://www.crainscleveland.com/real-estate/bevcorp-plans-consolidate-operations-eastlake,general updates,"The new building also will have room for expansion, as it has a footprint of 105,000 square feet, compared with Bevcorp's current operation, which has a total of 62,000 square feet."
60c24fe0ca6ad629a2aaecc5,bevcorp,https://www.crainscleveland.com/real-estate/bevcorp-plans-consolidate-operations-eastlake,none/useless,"However, Bevcorp won't own the new building."
60c24ff0ca6ad629a2aaecc6,wired,https://www.wired.com/gallery/spring-summer-reading-list,not a company,Our friends on the WIRED Gear team say Memorial Day is the time to snag deals on cool gadgets and fire up the barbecue.
60c24ff8ca6ad629a2aaecc7,trioliet b.v.,https://ksusentinel.com/2021/05/27/global-animal-feeding-systems-market-growth-delaval-holding-ab-gea-group-ag-lely-holding-sarl-trioliet-b-v-vdl-agrotech-etc/,list of companies,"Some of the key manufacturers operating in this market include: Delaval Holding AB, GEA Group AG, Lely Holding Sarl, Trioliet B.V., VDL Agrotech, Steinsvik Group, Agrologic Ltd, Bauer Technics A.S., Pellon Group, Rovibec Agrisolutions Inc, Cormall as, Afimilk Ltd., GSI Group, Inc., AKVA Group, Roxell Bvba and More…"
60c2500cca6ad629a2aaecc9,trioliet b.v.,https://renewableenergyzone.com/space/205944/global-organic-livestock-and-poultry-farming-market-analysis-by-growth-and-forecast-2021-2027-organic-valley-obe-beef-pty-ltd-chf-holdings-pty-ltd-delaval-holding-ab-gea-group-ag-etc/,list of companies,OBE Beef Pty Ltd CHF Holdings Pty Ltd Delaval Holding Ab Gea Group Ag Lely Holding Sarl Trioliet B.V.
60c25018ca6ad629a2aaecca,trioliet b.v.,https://ksusentinel.com/2021/05/21/poultry-farming-system-market-research-2021-observational-studies-with-leading-manufacturers-delaval-holding-ab-gea-group-ag-lely-holding-sarl-trioliet-b-v-vdl-agrotech-steinsvik-group-as/,list of companies,Delaval Holding Ab Gea Group Ag Lely Holding Sarl Trioliet B.v.
60c25020ca6ad629a2aaeccb,trioliet b.v.,https://ksusentinel.com/2021/05/05/fowl-feeding-systems-market-size-revenue-analysis-delaval-holding-ab-gea-group-ag/,list of companies,"Some of the Leading key Company’s Covered for this Research are DELAVAL HOLDING AB, GEA GROUP AG, LELY HOLDING SARL, TRIOLIET B.V., VDL AGROTECH, STEINSVIK GROUP AS, BAUER TECHNICS A.S., AGROLOGIC LTD, PELLON GROUP OY, ROVIBEC AGRISOLUTIONS INC, CORMALL AS, AFIMILK LTD., GSI GROUP INC., AKVA GROUP, ROXELL BVBA"
60c25041ca6ad629a2aaeccd,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/heijmans-nvs-amsheijm-fundamentals-look-pretty-strong-could,financials,Heijmans (AMS:HEIJM) has had a rough month with its share price down 10.0%.
60c25046ca6ad629a2aaecce,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/heijmans-nvs-amsheijm-fundamentals-look-pretty-strong-could,none/useless,"So, based on the above formula, the ROE for Heijmans is:"
60c2504cca6ad629a2aaeccf,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/heijmans-nvs-amsheijm-fundamentals-look-pretty-strong-could,financials,"Heijmans' Earnings Growth And 18% ROE"
60c25053ca6ad629a2aaecd0,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/heijmans-nvs-amsheijm-fundamentals-look-pretty-strong-could,opinion,"To begin with, Heijmans seems to have a respectable ROE."
60c2505fca6ad629a2aaecd1,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/heijmans-nvs-amsheijm-fundamentals-look-pretty-strong-could,financials,"This probably laid the ground for Heijmans' significant 66% net income growth seen over the past five years."
60c25066ca6ad629a2aaecd2,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/heijmans-nvs-amsheijm-fundamentals-look-pretty-strong-could,industry,"As a next step, we compared Heijmans' net income growth with the industry, and pleasingly, we found that the growth seen by the company is higher than the average industry growth of 14%."
60c25067ca6ad629a2aaecd3,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/heijmans-nvs-amsheijm-fundamentals-look-pretty-strong-could,financials,"As a next step, we compared Heijmans' net income growth with the industry, and pleasingly, we found that the growth seen by the company is higher than the average industry growth of 14%."
60c25076ca6ad629a2aaecd4,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/heijmans-nvs-amsheijm-fundamentals-look-pretty-strong-could,none/useless,Is Heijmans fairly valued compared to other companies?
60c25081ca6ad629a2aaecd5,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/heijmans-nvs-amsheijm-fundamentals-look-pretty-strong-could,none/useless,Is Heijmans Efficiently Re-investing Its Profits?
60c25087ca6ad629a2aaecd6,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/heijmans-nvs-amsheijm-fundamentals-look-pretty-strong-could,financials,"The three-year median payout ratio for Heijmans is 39%, which is moderately low."
60c2508aca6ad629a2aaecd7,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/heijmans-nvs-amsheijm-fundamentals-look-pretty-strong-could,opinion,"The three-year median payout ratio for Heijmans is 39%, which is moderately low."
60c25094ca6ad629a2aaecd8,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/heijmans-nvs-amsheijm-fundamentals-look-pretty-strong-could,financials,"So it seems that Heijmans is reinvesting efficiently in a way that it sees impressive growth in its earnings (discussed above) and pays a dividend that's well covered."
60c250a9ca6ad629a2aaecd9,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/heijmans-nvs-amsheijm-fundamentals-look-pretty-strong-could,opinion,"Moreover, Heijmans is determined to keep sharing its profits with shareholders which we infer from its long history of paying a dividend for at least ten years."
60c250b1ca6ad629a2aaecda,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/heijmans-nvs-amsheijm-fundamentals-look-pretty-strong-could,opinion,"On the whole, we feel that Heijmans' performance has been quite good."
60c250b8ca6ad629a2aaecdb,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/heijmans-nvs-amsheijm-fundamentals-look-pretty-strong-could,none/useless,"If you decide to trade Heijmans, use the lowest-cost* platform that is rated #1 Overall by Barron’s, . Trade stocks, options, futures, forex, bonds and funds on 135 markets, all from a single integrated account."
60c250beca6ad629a2aaecdc,heijmans,https://www.mccourier.com/smart-highway-construction-market-to-eyewitness-massive-growth-by-2028-heijmans-nippon-koei-co-ltd-schneider-electric/,list of companies,"Smart Highway Construction Market to Eyewitness Massive Growth by 2028: Heijmans, Nippon Koei Co., Ltd., Schneider Electric Smart Highway Construction"
60c250c4ca6ad629a2aaecdd,heijmans,https://www.mccourier.com/smart-highway-construction-market-to-eyewitness-massive-growth-by-2028-heijmans-nippon-koei-co-ltd-schneider-electric/,list of companies,"Following are list of players: Heijmans, Nippon Koei Co., Ltd., Schneider Electric, VINCI CONSTRUCTION, ABB Limited.."
60c250c7ca6ad629a2aaecde,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/do-institutions-own-heijmans-nv-amsheijm-shares,none/useless,If you want to know who really controls Heijmans N.V.
60c250dcca6ad629a2aaecdf,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/do-institutions-own-heijmans-nv-amsheijm-shares,financials,"Heijmans is a smaller company with a market capitalization of €309m, so it may still be flying under the radar of many institutional investors."
60c250e0ca6ad629a2aaece0,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/do-institutions-own-heijmans-nv-amsheijm-shares,industry,"Heijmans is a smaller company with a market capitalization of €309m, so it may still be flying under the radar of many institutional investors."
60c250e8ca6ad629a2aaece1,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/do-institutions-own-heijmans-nv-amsheijm-shares,none/useless,"Let's take a closer look to see what the different types of shareholders can tell us about Heijmans."
60c250edca6ad629a2aaece2,heijmans,https://simplywall.st/stocks/nl/capital-goods/ams-heijm/heijmans-shares/news/do-institutions-own-heijmans-nv-amsheijm-shares,none/useless,What Does The Institutional Ownership Tell Us About Heijmans?
60c250fcca6ad629a2aaece3,h&h group,https://www.newsandstar.co.uk/news/19347220.h-h-group-praises-selfless-employees-volunteer/,geography,"As a business with offices across the North of England and Scottish Borders and over 320 employees, H&H Group has always been community focussed."
60c2510cca6ad629a2aaece4,h&h group,https://www.newsandstar.co.uk/news/19347220.h-h-group-praises-selfless-employees-volunteer/,none/useless,"Working as Company Secretary and Personnel Manager for H&H Group, Margret Irving has recently signed up to support the Riding for the Disabled Association."
60c2510dca6ad629a2aaece5,h&h group,https://www.newsandstar.co.uk/news/19347220.h-h-group-praises-selfless-employees-volunteer/,none/useless,"Across the H&H Group, many of the staff help at their local and county shows, support their local Agricultural Societies and key players in their local Young Farmers Clubs."
60c251c8ca6ad629a2aaece7,always forward,https://www.moneycontrol.com/news/business/markets/indias-gdp-can-grow-up-to-10-5-in-fy22-if-covid-is-contained-ajit-banerjee-of-shriram-life-6975611.html,none/useless,Markets are always forward-looking in nature.
60c251cdca6ad629a2aaece8,always forward,https://nypost.com/2021/03/30/inside-yankees-ace-gerrit-coles-complex-baseball-mind/,not a company,"he asked, smiling, before continuing, “I will just say that we’re always forward-thinking."
60c251d2ca6ad629a2aaece9,always forward,https://www.automotiveworld.com/news-releases/always-forward-nio-day-2020-held-in-chengdu/,not a company,"NIO Band, the musical band formed by users, also performed the theme song “Always Forward.”"
60c251ddca6ad629a2aaecea,radio zamaneh,https://www.cidrap.umn.edu/news-perspective/2020/12/insulin-shortages-have-plagued-iran-months,industry,"Insulin imports rose 13% in the first half of the year, rising $73 million to $82 million, yet insurance sales fell $42 million to $39 million in the same period, according to Radio Zamaneh, adding that insulin must be exiting the supply chain somewhere before the intended end point."
60c251dfca6ad629a2aaeceb,radio zamaneh,https://www.cidrap.umn.edu/news-perspective/2020/12/insulin-shortages-have-plagued-iran-months,financials,"Insulin imports rose 13% in the first half of the year, rising $73 million to $82 million, yet insurance sales fell $42 million to $39 million in the same period, according to Radio Zamaneh, adding that insulin must be exiting the supply chain somewhere before the intended end point."
60c2520eca6ad629a2aaecec,fugro,https://www.directionsmag.com/pressrelease/10793,breakthrough,Fugro CEO Mark Heine participated alongside world leaders and experts from a diverse range of stakeholder groups in the First International Ocean Decade Conference.
60c25218ca6ad629a2aaeced,fugro,https://www.directionsmag.com/pressrelease/10793,quote,"“As a company whose business largely depends on a healthy and sustainable ocean, Fugro is committed to improving the availability of and access to ocean science across all stakeholder groups, in all regions of the world,” Heine said."
60c25220ca6ad629a2aaecee,fugro,https://www.directionsmag.com/pressrelease/10793,quote,"“Industry has an important role to play here, and Fugro is proud to be leading the private sector in support of the Ocean Decade through data sharing, collaborative partnerships and technology innovations.”"
60c2522fca6ad629a2aaecef,fugro,https://www.directionsmag.com/pressrelease/10793,general updates,"Fugro’s commitment to ocean science initiatives and a sustainable ocean economy is well documented and also includes industry-leading support to The Nippon Foundation-GEBCO Seabed 2030 Project, a complementary effort to map the world’s oceans."
60c25237ca6ad629a2aaecf0,fugro,https://www.directionsmag.com/pressrelease/10793,general updates,Both the Ocean Decade and Seabed 2030 align with Fugro’s vision to create a safe and liveable world and are part of the company’s global sustainability programme.
60c25240ca6ad629a2aaecf1,fugro,https://www.directionsmag.com/pressrelease/10793,description,"About Fugro is the world’s leading Geo-data specialist, collecting and analysing comprehensive information about the Earth and the structures built upon it."
60c2524cca6ad629a2aaecf2,fugro,https://www.directionsmag.com/pressrelease/10793,description,"Adopting an integrated approach that incorporates acquisition and analysis of Geo-data and related advice, Fugro provides solutions."
60c25255ca6ad629a2aaecf3,fugro,https://www.directionsmag.com/pressrelease/10793,description,"Employing approximately 9000 talented people in 61 countries, Fugro serves clients around the globe, predominantly in the energy and infrastructure industries, both offshore and onshore."
60c2525bca6ad629a2aaecf4,fugro,https://www.directionsmag.com/pressrelease/10793,geography,"Employing approximately 9000 talented people in 61 countries, Fugro serves clients around the globe, predominantly in the energy and infrastructure industries, both offshore and onshore."
60c25262ca6ad629a2aaecf5,fugro,https://www.directionsmag.com/pressrelease/10793,general updates,Fugro is listed on Euronext Amsterdam.
60c2526aca6ad629a2aaecf6,fugro,https://www.altenergymag.com/news/2021/05/25/fugro-site-characterisation-contracts-renewed-for-atlantic-shores-offshore-wind/35169/,breakthrough,Fugro has received a contract renewal from Atlantic Shores Offshore Wind (Atlantic Shores) for the provision of real-time wind and metocean measurements off the coast of New Jersey in the US over the next 2 years.
60c25276ca6ad629a2aaecf7,fugro,https://www.altenergymag.com/news/2021/05/25/fugro-site-characterisation-contracts-renewed-for-atlantic-shores-offshore-wind/35169/,geography,Fugro has received a contract renewal from Atlantic Shores Offshore Wind (Atlantic Shores) for the provision of real-time wind and metocean measurements off the coast of New Jersey in the US over the next 2 years.
60c25281ca6ad629a2aaecf8,fugro,https://www.altenergymag.com/news/2021/05/25/fugro-site-characterisation-contracts-renewed-for-atlantic-shores-offshore-wind/35169/,award,The award is the latest in a set of three contract renewals between Fugro and Atlantic Shores based on a successful 2020 work season.
